tweet;clean_tweet;sentiment_svm;sentiment_smote
tadi pagi sekolahku baru pertama dapat makan siang gratis dan menunya tuh mie ayam TAPI aku gak ngerti nilai gizi mie ayam tuh dimana? ditambah mie ayam gaada kuahnya bjir pada seret makannya yg ada ;tadi pagi sekolahku baru pertama dapat makan siang gratis menunya tuh mie ayam tapi aku gak ngerti nilai gizi mie ayam tuh dimana ditambah mie ayam gaada kuahnya bjir seret makannya yg ada;netral;netral
Lagi nemenin bocil nonton babybus tiba-tiba Anak-anak tidak ada yang namanya makan siang gratis. Orang jahat biasanya menawarkan sesuatu secara gratis. CAN RELATEEEEEE!;lagi nemenin bocil nonton babybus tibatiba anakanak tidak ada namanya makan siang gratis orang jahat biasanya menawarkan sesuatu secara gratis can relateeeeee;netral;netral
Dukung Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis;dukung program makan bergizi gratis;positif;positif
OMG! SG! Iba yung kilabot ko nung sayo galing! https://t.co/34uqdA3BDu;omg sg iba yung kilabot ko nung sayo galing;positif;positif
Peneliti Pusat Makroekonomi dan Keuangan Institute for Development of Economics and Finance (Indef) Riza Annisa Pujarama mengatakan manfaat dari program Makan Bergizi Gratis (MBG) akan diketahui dalam jangka panjang. https://t.co/wLgcQzqirI;peneliti pusat makroekonomi keuangan institute for development of economics and finance indef riza annisa pujarama mengatakan manfaat program makan bergizi gratis mbg akan diketahui dalam jangka panjang;positif;positif
Yang penting makan gratis abis makan gratis mau sehat apa engga bergizi apa engga itu urusan belakang soalnya kesehatan dan pendidikan nomor dua. Haha. I will forever blame you for this ya 02 voters!;penting makan gratis abis makan gratis mau sehat apa engga bergizi apa engga urusan belakang soalnya kesehatan pendidikan nomor dua haha i will forever blame you for this ya voters;netral;netral
gua kira mbg;gua kira mbg;netral;netral
Kesimpulanya yang dapat dipetik dari video di bawah ini: Kalau cowok sudah memberikan segalanya (investasi) ke cewek cewek harus peka untuk melanjutkan ke hubungan NGENTOT karena tidak ada makan siang gratis di dunia ini. EVERYTHING IS TRANSACTIONAL CINTA IS DONGENG.;kesimpulanya dapat dipetik video bawah kalau cowok sudah beri segalanya investasi cewek cewek harus peka melanjutkan hubungan ngentot tidak ada makan siang gratis dunia everything is transactional cinta is dongeng;netral;netral
makan gratis https://t.co/hModcqKj6M;makan gratis;netral;netral
Inimah bukan dukunh dapat garong uang rakyat coba kalo kata2nya diganti polri bangun sppg buat layani program mbg tanpa mendapat imbalan/nyaro laba baru gua dukung;inimah bukan dukunh dapat garong uang rakyat coba kalo katanya diganti polri bangun sppg buat layani program mbg tanpa mendapat imbalannyaro laba baru gua dukung;positif;positif
Jika soalnya akses pangan terhadap makanan bergizi makan siang gratis bukan jawaban jitu. Minimnya akses terhadap pangan bermutu akibat kemiskinan struktural. #Tempodotco #TempoPlus https://t.co/OxfODyLl4d;jika soalnya akses pangan terhadap makan bergizi makan siang gratis bukan jawaban jitu minimnya akses terhadap pangan bermutu akibat kemiskinan struktural;netral;netral
MBG menjawab kebutuhan mendesak anak-anak Indonesia #IndonesiaEmas #Prabowo https://t.co/0G8R0zRpPZ;mbg menjawab kebutuhan mendesak anakanak indonesia;netral;netral
BATAL LONCAT KARENA ART LOONY BRAH MAKAN SIANG GRATIS YANG SANGAT MANTAP SAYANG;batal loncat art loony brah makan siang gratis sangat mantap sayang;positif;positif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Plaju. @multimedia.humaspolri @listyosigitprabowo @polisi_indonesia @polisi_sumsel @multimedia.poldasumsel @aditia_k_2004 #humaspoldasumsel #poldasumateraselatan #divhumaspolri #polisiindonesia #polripresisi https://t.co/km7sSe2AjY;polrestabes palembang berbagi makan siang gratis melalui polsek plaju humaspolri poldasumsel;positif;positif
Ga pernah diambil mbg selama libur ini ini difotoin gurunya kenapa sih ga mau stop dlu selama libur. Kalo sekolahpun anakku cma ambil buah sma susu klo ada. https://t.co/azUpeJfBcX;ga pernah ambil mbg selama libur difotoin gurunya kenapa sih ga mau stop dlu selama libur kalo sekolahpun anakku cma ambil buah sma susu klo ada;netral;netral
Tebak day keberapa isi MBG permen sugus?;tebak day keberapa isi mbg permen sugus;negatif;negatif
@disimanjina @dosenkesmas Padahal dengan adanya MBG harga telor susu dll di pasar menjadi meningkat.;padahal adanya mbg harga telor susu dll pasar menjadi meningkat;negatif;negatif
Yg jd cuman MBG yg mana juga problematik;yg jd cuman mbg yg mana problematik;negatif;negatif
Program makan gratis: Anak sehat stunting hilang pendidikan berkualitas! Setuju? Bagikan pendapatmu! #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #CegahGiziBuruk https://t.co/Mn6Q2tmxHC;program makan gratis anak sehat stunting hilang pendidikan berkualitas setuju bagikan pendapatmu;positif;positif
knp pd ga takut si sama kegilaan nya manusia kl udh di sakitin apa lg cuma manfaatkan kebaikan orang di era jaman skrg banyak bgt org yang nekat buat bunuh org yg bikin dia sakit hati plis g suka sm org gausah kaya manfaatin biar lo makan gratis doang anjing??!!!;knp pd ga takut si sama kegilaan nya manusia kl udh sakitin apa lg cuma manfaatkan kebaikan orang era jaman skrg banyak bgt org nekat buat bunuh org yg bikin dia sakit hati plis g suka sm org gausah kaya manfaatin biar lo makan gratis doang anjing;negatif;negatif
apalagi lgsg tergiur sama MBG ???;apalagi lgsg tergiur sama mbg;negatif;negatif
Tadi aku beli Ultra Mimi Kids karena penasaran sama rasa minuman buat MBG kaya gimana. Setelah dipikir-pikir anyepnya kok dobel ya? 1. Anyep karena emang belinya varian yang plain 2. Anyep karena isinya dikit banget (125 ml). Jadi kaya yang sekali sedot trus udah gitu. Abis.;tadi aku beli ultra mimi kids penasaran sama rasa minum buat mbg kaya gimana setelah dipikirpikir anyepnya kok dobel ya anyep emang belinya varian plain anyep isinya dikit banget ml kaya sekali sedot trus udah gitu abis;negatif;negatif
@TimnasIndonesia Otak warga Indo ???? isinya belatung caci-maki jika tdk sejalan dg keinginan - ini terbukti sangat rendahnya pendidikan di Indo maka pentingnya program Makan Siang Gratis di sekolah utk anak-anak kalian agar kedepannya mereka tdk meniru ortu mereka yg bodoh Penampakan warga Indo https://t.co/H6qbuo0xAF;otak warga indo isinya belatung cacimaki jika tdk sejalan dg keinginan terbukti sangat rendahnya pendidikan indo pentingnya program makan siang gratis sekolah utk anakanak kalian agar kedepannya mereka tdk meniru ortu mereka yg bodoh penampakan warga indo;negatif;negatif
@NgkongRoses Marilah kita prioritaskan Makan Bergizi Gratis! Hidup jokowi!!;marilah kita prioritaskan makan bergizi gratis hidup jokowi;positif;positif
Bang semoga ini beneran g cuma makan gratis sekolahnya juga bisa gratis kallo bner ade gua bisa belajar tenang sampe smp btw di tempat gua belum ada makan gratis di sekolah kalo di tempat kalian ? Coba komen bang @GiveRep @bluefinapp https://t.co/DoRPDJGqVr;bang semoga beneran g cuma makan gratis sekolahnya bisa gratis kallo bner ade gua bisa ajar tenang sampe smp btw tempat gua belum ada makan gratis sekolah kalo tempat kalian coba komen bang;positif;positif
Orang Tua yang Bayar Belasan Juta untuk Sekolah Anaknya di Banten Menolak MBG https://t.co/Hl5080lCR8;orang tua bayar belasan juta sekolah anaknya banten menolak mbg;negatif;negatif
Semangat Peduli Gizi Kodim 1430/Konut Gelar Makan Bergizi Gratis untuk 3.475 Siswa dan Balita di Andowia Baca selengkapnya di https://t.co/Rao3bOsRWd https://t.co/DXTcSbUHmU;semangat peduli gizi kodim konut gelar makan bergizi gratis siswa balita andowia baca selengkapnya;positif;positif
real makan siang GRATIS soalnya kakak gw yang bayar https://t.co/lccp6Q5EZW;real makan siang gratis soalnya kakak gw bayar;netral;netral
Si Daniel @neohistoria_id ke mana ya? Kok gak muncul2 di medsos? Apa menunggu ada demo lg sekalian bisa nyari makan siang gratis?;si daniel mana ya kok gak muncul medsos apa menunggu ada demo lg sekalian bisa nyari makan siang gratis;netral;netral
Bukannya mau belain mbg tpi bukannya negara2 maju macam jepang korsel dll tuh masih ada program makan siang gratis ya? Cuma beda nya di indon pemerintah nya goblok;bukannya mau belain mbg tpi bukannya negara maju macam jepang korsel dll tuh masih ada program makan siang gratis ya cuma beda nya indon pemerintah nya goblok;negatif;negatif
Makan Bergizi Gratis Generasi Cerdas Papua https://t.co/cEGhJTi3qH;makan bergizi gratis generasi cerdas papua;positif;positif
kekny gua punya aura pendekat org2 kek gini... Ya Allah padahal gua datang dari anak keluarga baek2 denger gini itu dari beberapa orang sedih aja walau udah lebih 20 org https://t.co/OE9UemsnFG;kekny gua punya aura pendekat org kek gini ya allah padahal gua datang anak keluarga baek denger gini beberapa orang sedih aja walau udah lebih org;negatif;negatif
Anjirlah MBG beneran jd program utamanya ndut. Apapun akan dilakukan demi terlaksananya makan gratis seharga 10 ribu itu ????;anjirlah mbg beneran jd program utamanya ndut apapun akan dilakukan demi terlaksananya makan gratis seharga ribu;negatif;negatif
Di Indonesia Prabowo sibuk makan siang gratis;indonesia prabowo sibuk makan siang gratis;netral;netral
ANJENG GSH BAWA BAWA GEN Z BLOG gini aja ORANG MENTAL PENGEMIS mau ngedate karna mau makan gratis GTU MNYD;anjeng gsh bawa bawa gen z blog gini aja orang mental pengemis mau ngedate karna mau makan gratis gtu mnyd;negatif;negatif
Ini persis saat program makan gratis anak sekolah diiklankan.. bagus dan keren.. Faktanya ancur2an.. Bahkan ada yg keracunan makanan.. ada pula yg mundur karena belum dibayar2.. Sampe miskin mendadak yg memasak Kita lihat Sekolah gratis ini nanti.. Pasti nasibnya sama..;persis saat program makan gratis anak sekolah diiklankan bagus keren faktanya ancuran bahkan ada yg keracunan makan ada pula yg mundur belum bayar sampe miskin mendadak yg memasak kita lihat sekolah gratis nanti pasti nasibnya sama;negatif;negatif
Ayo kita patungan bantu pogram makan gratis presiden https://t.co/DdZLKZELy4;ayo kita patungan bantu pogram makan gratis presiden;positif;positif
Oh mbg yg sering diisi belatung itu ya;oh mbg yg sering diisi belatung ya;negatif;negatif
yg milih dia trus ga nyesel sih tolol pentingnya pendidikan daripada mbg mbg bapuk;yg milih dia trus ga nyesel sih tolol pentingnya pendidikan daripada mbg mbg bapuk;negatif;negatif
Menunggu makan siang gratis https://t.co/p3OzGcWTBU https://t.co/xH1Gk1uM5N;menunggu makan siang gratis;netral;netral
Permintaan maaf pejabat-pejabat negara sudah tidak punya dampak apapun saat ini harusnya mereka bisa menyelisik lebih dalam lagi apa akar permasalahannya di sini. Pembenahan sistem baik itu institusi polri penganguran mbg gaji DPR dan masalah sistemik lainnya.;permintaan maaf pejabatpejabat negara sudah tidak punya dampak apapun saat harusnya mereka bisa menyelisik lebih dalam lagi apa akar permasalahannya sini pembenahan sistem baik institusi polri penganguran mbg gaji dpr masalah sistemik lainnya;negatif;negatif
Jadi ibukota baru lebih penting nih? Coba yang lebih kecil aja deh fasilitas sekolah kita aja kadang bobrok makan siang gratis bervendor tidak berkualitas pengguna BPJS tidak mendapat penanganan langsung Judol meraja lela. Jadi niatnya mau ninggalin legacy ya?;ibukota baru lebih penting nih coba lebih kecil aja deh fasilitas sekolah kita aja kadang bobrok makan siang gratis bervendor tidak berkualitas pengguna bpjs tidak mendapat penanganan langsung judol meraja lela niatnya mau ninggalin legacy ya;negatif;negatif
Contoh MBG tanpa di korupsi cepat saji tidak beracun dan basi... #MakanBergiziGratis https://t.co/uWoizyzb38;contoh mbg tanpa korupsi cepat saji tidak beracun basi;negatif;negatif
Genk BISON TIDAK MAU. RI JD NEGARA MAJU ! Bison: IKN Mangkrak. Food estate gak perlu serahkan petani hilirisasi gak untung buat apa makan gratis. @mbienyambay2 @NKRITetapDiHati @OneLove4Human @are_inismyname @DjogdjaKembali @Lembayung071;genk bison tidak mau ri jd negara maju bison ikn mangkrak food estate gak perlu serahkan petani hilirisasi gak untung buat apa makan gratis;negatif;negatif
capek kali jadi orang empati tinggi punya common sense harus berhadapan dg oknum makan siang gratis apa-apa diduitin bantu gono-gini mengharap imbalan we puki kau tu dibayar untuk kerja ya itu jobdesc kau ya kampang;capek kali orang empati tinggi punya common sense harus berhadapan dg oknum makan siang gratis apaapa diduitin bantu gonogini mengharap imbalan we puki kau tu bayar kerja ya jobdesc kau ya kampang;negatif;negatif
Haa makan gratis? Dari dulu gw kalau ngedate selalu split bill gk enak dan gk nyaman kalau dibayarin.;haa makan gratis dulu gw kalau ngedate selalu split bill gk enak gk nyaman kalau dibayarin;netral;netral
Terus diberi peringatan untuk tidak memposting hal jelek mengenai MBG jika tidak maka sekolah yg bersangkutan gak akan lagi menerima MBG. lah terus jatah mbg nya untk siapa ya;terus diberi peringatan tidak memposting hal jelek mengenai mbg jika tidak sekolah yg bersangkutan gak akan lagi terima mbg lah terus jatah mbg nya untk siapa ya;negatif;negatif
Pemerintahan Presiden Prabowo Subianto dan Wapres Gibran Rakabuming Raka menjadi sorotan tajam. Salah satu program unggulan adalah janji Makan Bergizi Gratis seluruh anak Indonesia pada akhir 2025. Berita selengkapnya: https://t.co/vlgSOkBojk : Dok. Pemkot Bandung #MBG https://t.co/RTq4U00SPy;pemerintahan presiden prabowo subianto wapres gibran rakabuming raka menjadi sorotan tajam salah satu program unggulan janji makan bergizi gratis seluruh anak indonesia akhir berita selengkapnya dok pemkot bandung;positif;positif
Sampe anak sy lulus sd negeri blm ngerasain program andalan adiluhung makan siang gratis padahal apbd sdh dipotong atas bawah buat support MBG dan program pol2an kearifan lokal..gmn ni ndan @prabowo;sampe anak sy lulus sd negeri blm ngerasain program andalan adiluhung makan siang gratis padahal apbd sdh dipotong atas bawah buat support mbg program polan kearifan lokalgmn ni ndan;negatif;negatif
 RSJPD Harapan Kita Hadir di IRSJAM Expo 2025! Hall Birawa Hotel Bidakara Jakarta 24 26 Juni 2025 Yuk kunjungi booth kami dan dapatkan: Pemeriksaan skrining jantung Konsultasi gizi GRATIS Info layanan unggulan Tag kami jika mampir ya! #RSJPDHarapanKita https://t.co/yPEW371umX;rsjpd harapan kita hadir irsjam expo hall birawa hotel bidakara jakarta juni yuk kunjungi booth kami dapatkan pemeriksaan skrining jantung konsultasi gizi gratis info layanan unggulan tag kami jika mampir ya;positif;positif
@Zeefire02 Padahal udh sih MBG udahin aja mending bikin sebanyak2nya lapangan kerja biar bpk2nya bisa kerja yg layak jadi bisa ngasih makan anak2nya makanan yg layak;padahal udh sih mbg udahin aja mending bikin sebanyaknya lapangan kerja biar bpknya bisa kerja yg layak bisa ngasih makan anaknya makan yg layak;negatif;negatif
Cape banget buka X bacain komentar pemerintahan soal isu loker sama MBG statementnya pada nyeleneh ;cape banget buka x bacain komentar pemerintahan soal isu loker sama mbg statementnya nyeleneh;netral;netral
makan bergizi gratis;makan bergizi gratis;positif;positif
@AsahPolaPikir Inovasi cemerlang berawal dsri ide bagus Pak. Ada baiknya kalau diintegrasikan untuk mendukung program makan siang gratis @BGN;inovasi cemerlang berawal dsri ide bagus pak ada baiknya kalau diintegrasikan mendukung program makan siang gratis;positif;positif
Klo libur MBG nya kemana?;klo libur mbg nya kemana;negatif;negatif
Kocak makan gratis lebih utama dari kesehatan?!?!!!;kocak makan gratis lebih utama kesehatan;negatif;negatif
selesai juga masak nya lagi rajin bgt jiwa Cinderella nya muncul tapi berasa lagi MBG jam segini selesai masak ;selesai masak nya lagi rajin bgt jiwa cinderella nya muncul tapi berasa lagi mbg jam segini selesai masak;negatif;negatif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Ilir Barat I Sebagai bentuk perhatian dan kepedulian terhadap masyarakat Polrestabes Palembang melalui jajaran Polsek IB I kembali menyalurkan bantuan sosial berupa makan siang gratis kepada warga yang membutuhkan. https://t.co/O2pBOkc3gS;polrestabes palembang berbagi makan siang gratis melalui polsek ilir barat i bentuk perhatian kepedulian terhadap masyarakat polrestabes palembang melalui jajaran polsek ib i kembali menyalurkan bantuan sosial berupa makan siang gratis kepada warga membutuhkan;positif;positif
ga kebayang kalo makan gratis sekolah w dapettt kadang anak2 makan catering kantin yg dipesen ortunya aja masih picky bangetttt soal lauk kdg w suka ngebujuk biar dimakan ;ga kebayang kalo makan gratis sekolah w dapettt kadang anak makan catering kantin yg dipesen ortunya aja masih picky bangetttt soal lauk kdg w suka ngebujuk biar makan;negatif;negatif
Ga usah maksain makan gratis kalau Dana ga ada https://t.co/e8WfeOshLA;ga usah maksain makan gratis kalau dana ga ada;netral;netral
BGN akan menegur SPPG yang masih melanggar SOP dengan menyajikan makanan pabrikan dalam menu MBG. Program ini bukan sekadar makan gratis tapi investasi gizi dan masa depan anak Indonesia. https://t.co/wyIcqgUawg;bgn akan menegur sppg masih melanggar sop menyajikan makan pabrikan dalam menu mbg program bukan sekadar makan gratis tapi investasi gizi masa depan anak indonesia;positif;positif
Boro-boro. Malah mempergemuk kementrian beserta fasilitasnya. Padahal buat makan siang gratis aja butuh dana gak sedikit. Belum yang lain.;boroboro malah mempergemuk kementrian beserta fasilitasnya padahal buat makan siang gratis aja butuh dana gak sedikit belum lain;negatif;negatif
Peduli Sesama Propam di Trenggalek Bagikan Puluhan Paket Makan Siang Gratis Jajaran Kepolisian Resor Trenggalek punya cara berbeda dalam membina dan mengelola Kamtibmas yang aman dan kondusif. #BaktiUntukIndonesia https://t.co/uRPDqh4P7L;peduli sesama propam trenggalek bagikan puluhan paket makan siang gratis jajaran kepolisian resor trenggalek punya cara berbeda dalam membina mengelola kamtibmas aman kondusif;positif;positif
Bruh dapat makan siang gratis https://t.co/EjHewZz0Cv;bruh dapat makan siang gratis;positif;positif
Info makan siang gratis pak @prabowo @gibran_tweet;info makan siang gratis pak;netral;netral
Dukung bersama Program Makan Bergizi Gratis. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/wX2EI4QskO;dukung bersama program makan bergizi gratis;positif;positif
Jangankan pendidikan gratis dan makan siang gratis akses untuk kesekolah saja mereka harus bertarung nyawa. @andre_rosiade kece'an ka apak angtu. https://t.co/72KxHD8f76;jangankan pendidikan gratis makan siang gratis akses kesekolah saja mereka harus bertarung nyawa kecean ka apak angtu;negatif;negatif
Brasil ternyata menerapkan program makan siang gratis juga lho bahkan perjalanannya sudah lebih unggul. Ada aplikasi seperti e-PNAE yang dapat meningkatkan kualitas MBG. https://t.co/kGWg5oiQsG;brasil ternyata menerapkan program makan siang gratis lho bahkan perjalanannya sudah lebih unggul ada aplikasi seperti epnae dapat meningkatkan kualitas mbg;positif;positif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek SU I Polrestabes Palembang melalui Polsek Seberang Ulu I kembali melaksanakan kegiatan pembagian makan siang gratis sebagai tindak lanjut arahan Kapolrestabes Palembang https://t.co/OFZ4mBi5Di;polrestabes palembang berbagi makan siang gratis melalui polsek su i polrestabes palembang melalui polsek seberang ulu i kembali melaksanakan kegiatan pembagian makan siang gratis tindak lanjut arahan kapolrestabes palembang;positif;positif
Anak lu konsumsi mbg dari sd?;anak lu konsumsi mbg sd;negatif;negatif
Remember these IKN mangkrak RUUKUHAP RUUTNI RIBUAN siswa keracunan mbg (and the list still goes on) lads? https://t.co/6wzIuu9L44;remember these ikn mangkrak ruukuhap ruutni ribuan siswa keracunan mbg and the list still goes on lads;negatif;negatif
Yaelah aneh banget @grok masa malaysia ngasih pendidikan gratis kan lebih penting makan gratis sama joget?;yaelah aneh banget masa malaysia ngasih pendidikan gratis kan lebih penting makan gratis sama joget;netral;netral
@Piyusaja2 Kita sok²an MBG tapi masih pake ngutang 3 bulan sama vendor;kita sokan mbg tapi masih pake ngutang bulan sama vendor;negatif;negatif
Negara dipegang pelanggar HAM kampus dipimpin yang pura-pura lupa sejarah. Pemerintah sibuk makan gratis rektorat sibuk jaga citra. Demokrasi ambruk yang di atas tepuk tangan yang di kampus? Diam senyum lalu bilang 'Kami netral.' netral ndasmu;negara dipegang pelanggar ham kampus dipimpin purapura lupa sejarah pemerintah sibuk makan gratis rektorat sibuk jaga citra demokrasi ambruk atas tepuk tangan kampus diam senyum lalu bilang kami netral netral ndasmu;negatif;negatif
Bapak ini nampaknya nggak tahu kalau ada ungkapan nggak ada makan siang gratis bhueheheeee;bapak nampaknya nggak tahu kalau ada ungkapan nggak ada makan siang gratis bhueheheeee;netral;netral
MALU MAU NETAPKAN BENCANA NASIONAL MIN..KRN HAMPIR SETIAP UCPANYA MENGATAKAN BERHASIL KENERJANYA .CONTO MAKAN GRATIS BYK YG KERACUNAN SJ BLG BERHASIL ..LUCU KAN..GK ADA MENGAKUI KESALAAN.;malu mau netapkan bencana nasional minkrn hampir setiap ucpanya mengatakan berhasil kenerjanya conto makan gratis byk yg keracunan sj blg berhasil lucu kangk ada mengakui kesalaan;negatif;negatif
@qiutcainisrtz @ARSIPAJA Ya data ini cukup bisa dipercaya. Prabowo Subianto memang punya approval rating sekitar 81% pada April 2025 tertinggi di antara pemimpin G20 berdasarkan laporan dari The World in Maps dan media seperti CNN Indonesia. Ini didukung oleh keberhasilan program makan siang gratis;ya data cukup bisa dipercaya prabowo subianto memang punya approval rating sekitar april tertinggi antara pemimpin g berdasarkan laporan the world in maps media seperti cnn indonesia didukung oleh keberhasilan program makan siang gratis;netral;netral
Forever nyalahin 02 voters karena inilah akibat pilihan lu. Dongo Kalo anis/ganjar jadi presiden setidaknya gaada kebijakan sedongo naikin gaji pejabat biar gak korup atau mbg itu. Dongo;forever nyalahin voters inilah akibat pilihan lu dongo kalo anisganjar presiden setidaknya gaada kebijakan sedongo naikin gaji pejabat biar gak korup mbg dongo;negatif;negatif
udah bisa tumbuh tinggi 170 tanpa MBG alhamdulillah;udah bisa tumbuh tinggi tanpa mbg alhamdulillah;positif;positif
Dan pak prabowo bilang katanya bayak negara yang ingin belajar tentang program makan siang gratis. Jadi ilmunya yang diambil dari MSG s belum bayar staff(ya allah dzalim banget ini);pak prabowo bilang katanya bayak negara ingin ajar tentang program makan siang gratis ilmunya ambil msg s belum bayar staffya allah dzalim banget;netral;netral
FEB UGM Beri Makan Siang Gratis dan Keringanan UKT untuk Mahasiswa Terdampak Bencana Sumatra https://t.co/rjegY9Dyon;feb ugm beri makan siang gratis keringanan ukt mahasiswa terdampak bencana sumatra;positif;positif
gue rasa negara lain belum liat bentukan makan siang gratis itu deh WKWK kayak makananan napi;gue rasa negara lain belum liat bentukan makan siang gratis deh wkwk kayak makananan napi;positif;positif
 Tidak ada makan siang gratis Jika itu diberi gratis maka kita wajib waspada ;tidak ada makan siang gratis jika diberi gratis kita wajib waspada;netral;netral
makan siang gratis untuk mencegah stunting adalah mbel gedes;makan siang gratis mencegah stunting mbel gedes;negatif;negatif
@killapix @icecoldnovember Tbh pengolahan susu itu termasuk yang susah kak dan mahal karena aku juga termasuk produsen mesin nya. Dengan budget mbg yg kayak gitu gak akan pernah dapat susu yg layak. Mending stop aja ini project gak jelas;tbh pengolahan susu termasuk susah kak mahal aku termasuk produsen mesin nya budget mbg yg kayak gitu gak akan pernah dapat susu yg layak mending stop aja project gak jelas;negatif;negatif
Makan bergizi gratis wujudkan generasi sehat Indonesia emas 2045 ???? #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/fqvZp2FFaw;makan bergizi gratis wujudkan generasi sehat indonesia emas;positif;positif
Ini cuma propaganda supaya siswa bawa bekal kesekolah dawg alias agar hemat lain cerita klo dapat makan gratis dri pemeri- ah mls lanjut intinya aku mendukung pedagang jajanan didepan sekolah dripada embege;cuma propaganda supaya siswa bawa bekal kesekolah dawg alias agar hemat lain cerita klo dapat makan gratis dri pemeri ah mls lanjut intinya aku mendukung pedagang jajanan didepan sekolah dripada embege;negatif;negatif
Yg betul2 aja lah Kau kasih org makn kek gitu setinggi apapun proteinnya tetap aja geli Kyk gk ada makanan lain Mending hapuskan aja program makan siang gratis;yg betul aja lah kau kasih org makn kek gitu setinggi apapun proteinnya tetap aja geli kyk gk ada makan lain mending hapuskan aja program makan siang gratis;negatif;negatif
Makan Bergizi Gratis adalah program strategis Pemerintah untuk meningkatkan kualitas gizi anak bangsa serta balita dan ibu hamil. Kualitas gizi merupakan dasar yang kuat dari kualitas kesehatan dan sumber daya #PolriPresisi #PolisiUntukMasyarakat #MBG #MakanBergiziGratis https://t.co/wmS1gPkvI2;makan bergizi gratis program strategis pemerintah meningkatkan kualitas gizi anak bangsa serta balita ibu hamil kualitas gizi merupakan dasar kuat kualitas kesehatan sumber daya;positif;positif
Konspirasi pemerintah ngurangin populasi penduduk kah. Bencana udah sedahsyat itu omonganya cuma mbg mbg gk ada tindakan cepat tanggapnya gk ada pencegahan korban jiwa bertambah boro² mikirin penanganan setelah bencana. Worst goverment;konspirasi pemerintah ngurangin populasi penduduk kah bencana udah sedahsyat omonganya cuma mbg mbg gk ada tindakan cepat tanggapnya gk ada pencegahan korban jiwa bertambah boro mikirin penanganan setelah bencana worst goverment;negatif;negatif
mbg prioritas prbw emang bener² memperbudak bangsa biar gampang dikibulin pdhl fakta di lapangan mah mbg nya pada engga dimakan dan mubazir;mbg prioritas prbw emang bener memperbudak bangsa biar gampang dikibulin pdhl fakta lapangan mah mbg nya engga makan mubazir;netral;netral
Program MBG bantu petani lokal lewat pengadaan bahan pangan #IndonesiaEmas #Prabowo https://t.co/dgmLdPIKhh;program mbg bantu petani lokal lewat pengadaan bahan pangan;positif;positif
@Zeefire02 Pemerintah rezim ini berharap pundi2 mrk terisi penuh di 2029 Tapi dilematis karena nama dia makin kesini makin rusak karena buruknya penyelenggaraan MBG ini Semua rakyat jadi tau klo MBG ini hanyalah korupsi yg dilegalisasi dengan kedok meningkatkan gizi anak;pemerintah rezim berharap pundi mrk terisi penuh tapi dilematis nama dia makin kesini makin rusak buruknya penyelenggaraan mbg semua rakyat tau klo mbg hanyalah korupsi yg dilegalisasi kedok meningkatkan gizi anak;negatif;negatif
@txtdrimedia Ni lama lama mbg bukan makan bergizi gratis tapi makan beracun gratis ;ni lama lama mbg bukan makan bergizi gratis tapi makan beracun gratis;negatif;negatif
Program makan bergizi gratis memperkecil ketimpangan dan memperkuat masa depan #GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/RsI9EuDu01;program makan bergizi gratis memperkecil ketimpangan memperkuat masa depan;positif;positif
YAALLAH CAPEK NYET KATA GUE KITA KAGA PERLU MAKAN SIANG GRATIS KITA BUTUH PSIKOLOG GRATIS SALAH SATUNYA BUAT ELU @prabowo;yaallah capek nyet kata gue kita kaga perlu makan siang gratis kita butuh psikolog gratis salah satunya buat elu;negatif;negatif
RIYALL NANTI SIANG MBG 100% 30RB LAGI ??JAM 11:00 | 15:00 | 18:00 https://t.co/jmgjjgeBG0 semoga banyak yg dpt lagi kaya pas 100% 30RB minggu kemaren ??? jan sampe ketinggalan yaa ceeh https://t.co/gxvkwuIMk0;riyall nanti siang mbg rb lagi jam semoga banyak yg dpt lagi kaya pas rb minggu kemaren jan sampe ketinggalan yaa ceeh;netral;netral
@aminamow @Catatan_ali7 Menurut saya program makan bergizi gratis di Indonesia bisa sustain jika dikelola baik dengan manfaat seperti kurangi stunting dan tingkatkan pendidikan. Tapi ada tantangan besar: biaya tinggi ($7M di 2025) logistik rumit dan risiko korupsi. Evidence menunjukkan potensi;menurut saya program makan bergizi gratis indonesia bisa sustain jika dikelola baik manfaat seperti kurangi stunting tingkatkan pendidikan tapi ada tantangan besar biaya tinggi m logistik rumit risiko korupsi evidence menunjukkan potensi;netral;netral
Dukung Program Makan Bergizi Gratis https://t.co/RtKJ7GC6b8;dukung program makan bergizi gratis;positif;positif
Makan Bergizi Gratis mencerdaskan Generassi Papua. https://t.co/fnQhE5qdhG;makan bergizi gratis mencerdaskan generassi papua;positif;positif
alhamdulillah makan gratis marugame well ;alhamdulillah makan gratis marugame well;positif;positif
